receiving_yards_national_rank,first_name,last_name,full_name,career_link,career_id,position_category,school_name,school_state,stat_value,receiving_yards,receiving_yards_per_game,comp,att,pct,receiving_touchdowns,int,rate,games_played,year,category
416,Alex,Neligh,Alex Neligh,/in/new-palestine/new-palestine-dragons/athletes/alex-neligh/football/stats/?careerid=7iih8c56b80td,7iih8c56b80td,"QB, LB",New Palestine,IN,2469,2469,164.6,128,211,0.607,28,8,125,15,2014,receiving
417,Zach,Silva,Zach Silva,/ca/san-jose/pioneer-mustangs/athletes/zach-silva/football/stats/?careerid=m0k3vs9bej833,m0k3vs9bej833,"QB, DB",Pioneer,CA,2468,2468,205.7,151,234,0.645,30,6,129,12,2014,receiving
418,Kaelan,Riley,Kaelan Riley,/ga/calhoun/calhoun-yellow-jackets/athletes/kaelan-riley/football/stats/?careerid=um7nrrnq5fkj3,um7nrrnq5fkj3,QB,Calhoun,GA,2463,2463,164.2,163,277,0.588,23,7,105,15,2014,receiving
419,Jeremiah,Martin,Jeremiah Martin,/ca/la-canada/st-francis-golden-knights/athletes/jeremiah-martin/football/stats/?careerid=u5a9opc3hppcc,u5a9opc3hppcc,QB,St. Francis,CA,2460,2460,223.6,130,189,0.688,29,0,151,11,2014,receiving
420,James,Richardson,James Richardson,/sc/florence/wilson-tigers/athletes/james-richardson/football/stats/?careerid=9d99ipjd14maa,9d99ipjd14maa,"QB, OLB",Wilson,SC,2458,2458,223.5,144,260,0.554,23,13,96,11,2014,receiving
421,Jake,Oglesby,Jake Oglesby,/ga/douglasville/south-paulding-spartans/athletes/jake-oglesby/football/stats/?careerid=905ns2th6vg66,905ns2th6vg66,"QB, SS",South Paulding,GA,2456,2456,223.3,172,304,0.566,21,17,83,11,2014,receiving
422,Brady,Davison,Brady Davison,/pa/plymouth/wyoming-valley-west-spartans/athletes/brady-davison/football/stats/?careerid=66vs35ks837h1,66vs35ks837h1,QB,Wyoming Valley West,PA,2455,2455,223.2,137,234,0.585,32,11,115,11,2014,receiving
423,Kyle,Kearns,Kyle Kearns,/ca/pleasanton/foothill-falcons/athletes/kyle-kearns/football/stats/?careerid=qo2mfl60dg1aa,qo2mfl60dg1aa,QB,Foothill,CA,2453,2453,204.4,170,252,0.675,27,4,128,12,2014,receiving
424,Chandler,Rigdon,Chandler Rigdon,/al/chickasaw/chickasaw-chieftains/athletes/chandler-rigdon/football/stats/?careerid=lobj0rt8imvi2,lobj0rt8imvi2,QB,Chickasaw,AL,2451,2451,245.1,125,208,0.601,27,9,123,10,2014,receiving
425,David,Pindell,David Pindell,/md/columbia/oakland-mills-scorpions/athletes/david-pindell/football/stats/?careerid=5fmec0vjb1gue,5fmec0vjb1gue,"QB, WR",Oakland Mills,MD,2447,2447,222.5,163,244,0.668,23,5,122,11,2014,receiving
426,Jack,Meservy,Jack Meservy,/ok/lawton/lawton-wolverines/athletes/jack-meservy/football/stats/?careerid=n1s6lqtl4g9p9,n1s6lqtl4g9p9,QB,Lawton,OK,2445,2445,188.1,149,236,0.631,24,6,121,13,2014,receiving
427,Adam,Blythe,Adam Blythe,/ca/woodland-hills/el-camino-real-royals/athletes/adam-blythe/football/stats/?careerid=1c4u9dm4kis99,1c4u9dm4kis99,QB,El Camino Real,CA,2444,2444,222.2,183,295,0.62,20,8,100,11,2014,receiving
428,Desmond,Hunter,Desmond Hunter,/ms/woodville/wilkinson-county-wildcats/athletes/desmond-hunter/football/stats/?careerid=lgveflacglbh1,lgveflacglbh1,QB,Wilkinson County,MS,2444,2444,203.7,172,293,0.587,19,18,82,12,2014,receiving
429,Dwayne,Lawson,Dwayne Lawson,/fl/tampa/hillsborough-terriers/athletes/dwayne-lawson/football/stats/?careerid=8qo3rkvt7usp9,8qo3rkvt7usp9,QB,Hillsborough,FL,2444,2444,222.2,162,276,0.587,21,3,109,11,2014,receiving
430,Jace,Neugebauer,Jace Neugebauer,/ca/mcarthur/fall-river-bulldogs/athletes/jace-neugebauer/football/stats/?careerid=3qvdr5kmars11,3qvdr5kmars11,"QB, S",Fall River,CA,2444,2444,222.2,102,155,0.658,29,6,132,11,2014,receiving
431,Daniel,Santacaterina,Daniel Santacaterina,/il/geneva/geneva-vikings/athletes/daniel-santacaterina/football/stats/?careerid=sb0fua8rl6u00,sb0fua8rl6u00,QB,Geneva,IL,2443,2443,203.6,162,277,0.585,23,16,91,12,2014,receiving
432,Tristan,Speer,Tristan Speer,/ks/troy/troy-trojans/athletes/tristan-speer/football/stats/?careerid=okt3tek4sgkcc,okt3tek4sgkcc,"QB, RB",Troy,KS,2441,2441,203.4,168,252,0.667,36,2,134,12,2014,receiving
433,Rafael,Enriquez,Rafael Enriquez,/ca/sacramento/rosemont-wolverines/athletes/rafael-enriquez/football/stats/?careerid=t00vlvrdougp9,t00vlvrdougp9,QB,Rosemont,CA,2440,2440,221.8,196,298,0.658,20,9,101,11,2014,receiving
434,Adam,Stremlow,Adam Stremlow,/mi/coleman/coleman-comets/athletes/adam-stremlow/football/stats/?careerid=o9i0lseann4h1,o9i0lseann4h1,QB,Coleman,MI,2438,2438,243.8,142,274,0.518,29,5,110,10,2014,receiving
435,Robbie,Hutchins,Robbie Hutchins,/ut/salt-lake-city/brighton-bengals/athletes/robbie-hutchins/football/stats/?careerid=qfip0593fcsl5,qfip0593fcsl5,QB,Brighton,UT,2438,2438,203.2,136,255,0.533,32,8,113,12,2014,receiving
436,Jake,Hunt,Jake Hunt,/il/new-berlin/new-berlin-franklin-waverly-pretzels/athletes/jake-hunt/football/stats/?careerid=iqkaan1lquiff,iqkaan1lquiff,"QB, FS",New Berlin/Franklin/Waverly,IL,2437,2437,243.7,193,336,0.574,26,15,87,10,2014,receiving
437,Harold,Ross,Harold Ross,/ar/greenbrier/greenbrier-panthers/athletes/harold-ross/football/stats/?careerid=537jg8gar94aa,537jg8gar94aa,QB,Greenbrier,AR,2436,2436,203.0,155,248,0.625,23,8,113,12,2014,receiving
438,Caleb,Cox,Caleb Cox,/fl/lake-butler/union-county-fightin-tigers/athletes/caleb-cox/football/stats/?careerid=m09uj2qjiq7aa,m09uj2qjiq7aa,QB,Union County,FL,2434,2434,202.8,161,265,0.608,33,13,110,12,2014,receiving
439,Nick,Rourke,Nick Rourke,/oh/sidney/lehman-catholic-cavaliers/athletes/nick-rourke/football/stats/?careerid=dp68nkvl89a99,dp68nkvl89a99,"QB, FS",Lehman Catholic,OH,2434,2434,202.8,146,259,0.564,31,5,120,12,2014,receiving
440,Danterius,Ellington,Danterius Ellington,/ms/olive-branch/center-hill-mustangs/athletes/danterius-ellington/football/stats/?careerid=q6adgujbhep00,q6adgujbhep00,QB,Center Hill,MS,2433,2433,202.8,168,277,0.606,21,2,111,12,2014,receiving
441,Alex,Faddoul,Alex Faddoul,/mo/jefferson-city/helias-crusaders/athletes/alex-faddoul/football/stats/?careerid=svn48s63pat99,svn48s63pat99,"QB, P",Helias,MO,2432,2432,187.1,146,234,0.624,23,8,116,13,2014,receiving
442,Jamiel,Mack,Jamiel Mack,/nc/high-point/high-point-central-bison/athletes/jamiel-mack/football/stats/?careerid=3ociui2l3dj00,3ociui2l3dj00,QB,High Point Central,NC,2430,2430,186.9,175,284,0.616,23,6,107,13,2014,receiving
443,Jarrett,Stidham,Jarrett Stidham,/tx/stephenville/stephenville-yellow-jackets-honeybees/athletes/jarrett-stidham/football/stats/?careerid=pjvef15bf9f99,pjvef15bf9f99,QB,Stephenville,TX,2430,2430,303.8,152,210,0.724,28,1,148,8,2014,receiving
444,Austin,Nuessle,Austin Nuessle,/az/scottsdale/desert-mountain-wolves/athletes/austin-nuessle/football/stats/?careerid=ije0s7c2pnk55,ije0s7c2pnk55,QB,Desert Mountain,AZ,2429,2429,242.9,199,332,0.599,25,10,95,10,2014,receiving
445,Marcus,Lester,Marcus Lester,/mi/detroit/chavez-academy-aztec-eagles/athletes/marcus-lester/football/stats/?careerid=e15l95sscn833,e15l95sscn833,QB,Chavez Academy,MI,2428,2428,346.9,160,395,0.405,18,22,53,7,2014,receiving
446,Shea,Patterson,Shea Patterson,/la/shreveport/calvary-baptist-academy-cavaliers/athletes/shea-patterson/football/stats/?careerid=qbr3ab1ohflj3,qbr3ab1ohflj3,QB,Calvary Baptist Academy,LA,2428,2428,186.8,129,199,0.648,38,3,140,13,2014,receiving
447,Josh,Miller,Josh Miller,/ms/foxworth/west-marion-trojans/athletes/josh-miller/football/stats/?careerid=429cduonfql99,429cduonfql99,"QB, FS",West Marion,MS,2427,2427,161.8,163,264,0.617,24,10,106,15,2014,receiving
448,Logan,Clarke,Logan Clarke,/pa/mercer/mercer-mustangs/athletes/logan-clarke/football/stats/?careerid=01q4ps0afbrdd,01q4ps0afbrdd,"QB, FS",Mercer,PA,2426,2426,242.6,185,305,0.607,21,14,90,10,2014,receiving
449,Jake,Floriea,Jake Floriea,/oh/mentor/mentor-cardinals/athletes/jake-floriea/football/stats/?careerid=m05bgun5ufsp9,m05bgun5ufsp9,QB,Mentor,OH,2422,2422,201.8,170,288,0.59,21,11,95,12,2014,receiving
450,Tyrone,Williams jr.,Tyrone Williams jr.,/ca/merced/merced-bears/athletes/tyrone-williams-jr/football/stats/?careerid=ervuegtcth3aa,ervuegtcth3aa,QB,Merced,CA,2421,2421,201.8,152,276,0.551,31,15,99,12,2014,receiving
451,Jace,Haney,Jace Haney,/ut/clearfield/clearfield-falcons/athletes/jace-haney/football/stats/?careerid=ftt0f1efa1svf,ftt0f1efa1svf,QB,Clearfield,UT,2419,2419,241.9,154,301,0.512,18,13,80,10,2014,receiving
452,Dylan,Bontrager,Dylan Bontrager,/fl/cape-coral/cape-coral-seahawks/athletes/dylan-bontrager/football/stats/?careerid=2jj0onkhnus88,2jj0onkhnus88,QB,Cape Coral,FL,2418,2418,201.5,159,279,0.57,23,12,95,12,2014,receiving
453,Cameron,Taylor,Cameron Taylor,/oh/west-salem/northwestern-huskies/athletes/cameron-taylor/football/stats/?careerid=4j6kql63iolg0,4j6kql63iolg0,"QB, CB",Northwestern,OH,2417,2417,241.7,173,343,0.504,20,9,82,10,2014,receiving
454,Tanner,Myhre,Tanner Myhre,/wa/everson/nooksack-valley-pioneers/athletes/tanner-myhre/football/stats/?careerid=d0q4rbffnetk4,d0q4rbffnetk4,"QB, FS",Nooksack Valley,WA,2416,2416,241.6,193,302,0.639,21,12,95,10,2014,receiving
455,Jordan,Watkins,Jordan Watkins,/fl/fort-pierce/john-carroll-catholic-rams/athletes/jordan-watkins/football/stats/?careerid=5tj98c2b1codd,5tj98c2b1codd,QB,John Carroll Catholic,FL,2408,2408,240.8,253,361,0.701,25,5,106,10,2014,receiving
456,Michael,Massarella,Michael Massarella,/tx/klein/klein-bearkats/athletes/michael-massarella/football/stats/?careerid=hp4a83rlhqedd,hp4a83rlhqedd,QB,Northland Christian,TX,2407,2407,218.8,149,288,0.517,20,12,86,11,2014,receiving
457,Colt,Collins,Colt Collins,/tx/princeton/princeton-panthers/athletes/colt-collins/football/stats/?careerid=t5kvqpk4mgo00,t5kvqpk4mgo00,QB,Princeton,TX,2405,2405,218.6,146,251,0.582,28,4,121,11,2014,receiving
458,Luke,Nethercot,Luke Nethercot,/co/canon-city/canon-city-tigers/athletes/luke-nethercot/football/stats/?careerid=6ce47r7vq4si2,6ce47r7vq4si2,QB,Canon City,CO,2404,2404,218.5,148,229,0.646,27,7,126,11,2014,receiving
459,Samuel,Hopper,Samuel Hopper,/ms/petal/petal-panthers/athletes/samuel-hopper/football/stats/?careerid=2k8ocagghslp9,2k8ocagghslp9,QB,Petal,MS,2403,2403,200.2,147,244,0.602,26,11,110,12,2014,receiving
460,Tommie,Neely,Tommie Neely,/al/birmingham/parker-thundering-herd/athletes/tommie-neely/football/stats/?careerid=103bpj4mrsn22,103bpj4mrsn22,QB,Parker,AL,2401,2401,218.3,158,316,0.5,28,4,100,11,2014,receiving
461,Matt,Mitchell,Matt Mitchell,/az/glendale/joy-christian-eagles/athletes/matt-mitchell/football/stats/?careerid=gblosf86ph411,gblosf86ph411,"QB, SS",Joy Christian,AZ,2400,2400,218.2,152,224,0.679,29,7,130,11,2014,receiving
462,Carsen,Cook,Carsen Cook,/tx/wylie/wylie-pirates/athletes/carsen-cook/football/stats/?careerid=nnrasp9sik344,nnrasp9sik344,QB,Wylie,TX,2399,2399,199.9,175,312,0.561,21,12,87,12,2014,receiving
463,Billy,Burger,Billy Burger,/pa/carlisle/carlisle-thundering-herd/athletes/billy-burger/football/stats/?careerid=ma6s7gb9l2366,ma6s7gb9l2366,"QB, DB",Carlisle,PA,2398,2398,218.0,190,313,0.607,23,5,102,11,2014,receiving
464,Bo,Burleigh,Bo Burleigh,/pa/mansfield/north-penn-mansfield-tigers/athletes/bo-burleigh/football/stats/?careerid=btu1e5ivp9nue,btu1e5ivp9nue,"QB, OLB",North Penn-Mansfield,PA,2398,2398,199.8,145,261,0.556,29,5,116,12,2014,receiving
465,Ben,Bottlinger,Ben Bottlinger,/tx/georgetown/georgetown-eagles/athletes/ben-bottlinger/football/stats/?careerid=5npdr7rkp21td,5npdr7rkp21td,QB,Georgetown,TX,2397,2397,266.3,192,315,0.61,24,8,99,9,2014,receiving
466,Matthew,Webb,Matthew Webb,/fl/navarre/navarre-raiders/athletes/matthew-webb/football/stats/?careerid=8ksv1vflc0q55,8ksv1vflc0q55,QB,Navarre,FL,2397,2397,199.8,184,298,0.617,19,8,97,12,2014,receiving
467,Clayton,Welch,Clayton Welch,/ca/chico/chico-panthers/athletes/clayton-welch/football/stats/?careerid=kn3650nettdm6,kn3650nettdm6,QB,Chico,CA,2396,2396,217.8,176,283,0.622,27,9,108,11,2014,receiving
468,Grant,Breneman,Grant Breneman,/pa/camp-hill/cedar-cliff-colts/athletes/grant-breneman/football/stats/?careerid=if6a7p5tg4gm6,if6a7p5tg4gm6,"QB, DB",Cedar Cliff,PA,2396,2396,217.8,166,267,0.622,24,8,109,11,2014,receiving
469,Tyler,Mcnulty,Tyler Mcnulty,/pa/downingtown/downingtown-west-whippets/athletes/tyler-mcnulty/football/stats/?careerid=7kaf60iv7u399,7kaf60iv7u399,QB,Downingtown West,PA,2396,2396,217.8,133,214,0.621,21,5,124,11,2014,receiving
470,Eric,Dungey,Eric Dungey,/or/lake-oswego/lakeridge-pacers/athletes/eric-dungey/football/stats/?careerid=njdt2l8tour88,njdt2l8tour88,QB,Lakeridge,OR,2395,2395,217.7,186,302,0.616,22,12,94,11,2014,receiving
471,Sam,Taylor,Sam Taylor,/ca/victorville/silverado-hawks/athletes/sam-taylor/football/stats/?careerid=s2eif5cdkf000,s2eif5cdkf000,QB,Silverado,CA,2395,2395,199.6,166,299,0.555,30,8,104,12,2014,receiving
472,Alex,Phillips,Alex Phillips,/tx/van-alstyne/van-alstyne-panthers/athletes/alex-phillips/football/stats/?careerid=7f9oa09hugq77,7f9oa09hugq77,QB,Van Alstyne,TX,2394,2394,239.4,164,244,0.672,24,2,128,10,2014,receiving
473,Kolt,Harfield,Kolt Harfield,/tx/sugar-land/fort-bend-clements-rangers/athletes/kolt-harfield/football/stats/?careerid=7i5m7atrdq3p9,7i5m7atrdq3p9,QB,Fort Bend Clements,TX,2392,2392,299.0,180,324,0.556,24,4,99,8,2014,receiving
474,Dante,Vandeven,Dante Vandeven,/mo/jackson/jackson-fighting-indians/athletes/dante-vandeven/football/stats/?careerid=5idv6270ip1aa,5idv6270ip1aa,QB,Jackson,MO,2390,2390,199.2,159,274,0.58,24,10,101,12,2014,receiving
475,Tyler,Wyatt,Tyler Wyatt,/az/peoria/liberty-lions/athletes/tyler-wyatt/football/stats/?careerid=pbf445lmr4g88,pbf445lmr4g88,"QB, K",Liberty,AZ,2390,2390,199.2,146,252,0.579,23,4,114,12,2014,receiving
476,Chaz,Miller,Chaz Miller,/ca/el-monte/arroyo-knights/athletes/chaz-miller/football/stats/?careerid=hek7rep5bub99,hek7rep5bub99,QB,Arroyo,CA,2389,2389,238.9,188,303,0.62,20,4,103,10,2014,receiving
477,Jonathan,Boland,Jonathan Boland,/or/portland/parkrose-broncos/athletes/jonathan-boland/football/stats/?careerid=pd65vr9l9m611,pd65vr9l9m611,"QB, WR",Parkrose,OR,2389,2389,238.9,155,281,0.552,23,17,86,10,2014,receiving
478,Skylar,Thompson,Skylar Thompson,/mo/independence/fort-osage-indians/athletes/skylar-thompson/football/stats/?careerid=jlobapdu6u9td,jlobapdu6u9td,QB,Fort Osage,MO,2385,2385,198.8,158,244,0.648,24,6,119,12,2014,receiving
479,Koby,Pierce,Koby Pierce,/in/veedersburg/fountain-central-mustangs/athletes/koby-pierce/football/stats/?careerid=hfolgmfr4idtd,hfolgmfr4idtd,QB,Fountain Central,IN,2384,2384,198.7,171,289,0.592,24,12,96,12,2014,receiving
480,William,Bellamy,William Bellamy,/la/lafayette/st-thomas-more-cougars/athletes/william-bellamy/football/stats/?careerid=51gojebeooddd,51gojebeooddd,QB,St. Thomas More,LA,2381,2381,238.1,156,249,0.627,29,7,121,10,2014,receiving
481,Darius,Wright,Darius Wright,/ms/yazoo-city/yazoo-county-panthers/athletes/darius-wright/football/stats/?careerid=lr8c5r559o1qa,lr8c5r559o1qa,"QB, P",Yazoo County,MS,2380,2380,183.1,132,220,0.6,23,8,117,13,2014,receiving
482,Alejandro,Ramos,Alejandro Ramos,/nm/hagerman/hagerman-bobcats/athletes/alejandro-ramos/football/stats/?careerid=eip6vte3d9h88,eip6vte3d9h88,QB,Hagerman,NM,2380,2380,198.3,117,193,0.606,37,0,144,12,2014,receiving
483,Mason,Cain,Mason Cain,/ca/south-lake-tahoe/south-tahoe-vikings/athletes/mason-cain/football/stats/?careerid=0i84vfngbfe22,0i84vfngbfe22,QB,South Tahoe,CA,2379,2379,237.9,181,349,0.519,20,10,81,10,2014,receiving
484,Nick,Gassman,Nick Gassman,/oh/berea/berea-midpark-titans/athletes/nick-gassman/football/stats/?careerid=m8omniavnbmdd,m8omniavnbmdd,"QB, P",Berea-Midpark,OH,2379,2379,216.3,165,256,0.645,27,5,122,11,2014,receiving
485,Clarence,Williams jr.,Clarence Williams jr.,/ca/sylmar/sylmar-spartans/athletes/clarence-williams-jr/football/stats/?careerid=mcg4ku0dilj77,mcg4ku0dilj77,"QB, DB",Sylmar,CA,2379,2379,198.2,114,160,0.712,34,3,145,12,2014,receiving
486,Dylan,Mccaffrey,Dylan Mccaffrey,/co/highlands-ranch/valor-christian-eagles/athletes/dylan-mccaffrey/football/stats/?careerid=5v2sp1hjjo088,5v2sp1hjjo088,QB,Valor Christian,CO,2378,2378,169.9,167,279,0.599,22,6,105,14,2014,receiving
487,Brandon,Battle,Brandon Battle,/md/waldorf/north-point-eagles/athletes/brandon-battle/football/stats/?careerid=3cqu3fq81e1ff,3cqu3fq81e1ff,QB,North Point,MD,2377,2377,237.7,120,215,0.558,25,7,120,10,2014,receiving
488,Aaron,Lerma,Aaron Lerma,/ca/mariposa/mariposa-county-grizzlies/athletes/aaron-lerma/football/stats/?careerid=r1agetok023cc,r1agetok023cc,"QB, DB",Mariposa County,CA,2375,2375,197.9,158,279,0.566,20,9,95,12,2014,receiving
489,Plummie,Gardner,Plummie Gardner,/oh/lima/perry-commodores/athletes/plummie-gardner/football/stats/?careerid=ibe3mdpitt299,ibe3mdpitt299,QB,Perry,OH,2375,2375,237.5,146,282,0.518,25,16,86,10,2014,receiving
490,Dalton,Robinson,Dalton Robinson,/mo/faucett/mid-buchanan-dragons/athletes/dalton-robinson/football/stats/?careerid=59h6afa2th7g0,59h6afa2th7g0,QB,Mid-Buchanan,MO,2373,2373,237.3,211,421,0.501,23,24,62,10,2014,receiving
491,Khalil,Trotman,Khalil Trotman,/nj/erial/timber-creek-regional-chargers/athletes/khalil-trotman/football/stats/?careerid=v3cin56sdn0rb,v3cin56sdn0rb,"QB, CB",Timber Creek Regional,NJ,2373,2373,215.7,136,225,0.604,21,5,118,11,2014,receiving
492,Micah,Wilson,Micah Wilson,/ok/tulsa/lincoln-christian-bulldogs/athletes/micah-wilson/football/stats/?careerid=igftffn7r6crb,igftffn7r6crb,"QB, FS",Lincoln Christian,OK,2371,2371,182.4,145,248,0.585,34,9,115,13,2014,receiving
493,Austin,King,Austin King,/ga/alpharetta/alpharetta-raiders/athletes/austin-king/football/stats/?careerid=b9akihmm07500,b9akihmm07500,QB,Alpharetta,GA,2370,2370,197.5,168,298,0.564,20,7,95,12,2014,receiving
494,Santos,Villarreal,Santos Villarreal,/tx/mission/mission-veterans-memorial-patriots/athletes/santos-villarreal/football/stats/?careerid=4p4886hung2j3,4p4886hung2j3,"QB, DB",Mission Veterans Memorial,TX,2369,2369,236.9,198,375,0.528,19,7,82,10,2014,receiving
495,Blake,Kiekenapp,Blake Kiekenapp,/mi/watervliet/watervliet-panthers/athletes/blake-kiekenapp/football/stats/?careerid=4ks4sblpnv711,4ks4sblpnv711,"QB, FS",Watervliet,MI,2367,2367,197.2,169,259,0.653,31,11,116,12,2014,receiving
496,Connor,Marden,Connor Marden,/ca/carmel/carmel-padres/athletes/connor-marden/football/stats/?careerid=6e0947nmj91g0,6e0947nmj91g0,QB,Carmel,CA,2365,2365,197.1,186,279,0.667,33,8,120,12,2014,receiving
497,Braden,Hucks,Braden Hucks,/tx/san-angelo/san-angelo-central-bobcats/athletes/braden-hucks/football/stats/?careerid=mfug7o6lr37dd,mfug7o6lr37dd,"QB, RB",San Angelo Central,TX,2362,2362,214.7,204,351,0.581,23,10,89,11,2014,receiving
498,Connor,Fetterhoff,Connor Fetterhoff,/pa/waynesboro/waynesboro-indians/athletes/connor-fetterhoff/football/stats/?careerid=8osvjm54moj55,8osvjm54moj55,"QB, P",Waynesboro,PA,2362,2362,236.2,120,221,0.543,19,16,90,10,2014,receiving
499,Tucker,Camp,Tucker Camp,/ut/orem/orem-tigers/athletes/tucker-camp/football/stats/?careerid=0lnp3nu5ja7vf,0lnp3nu5ja7vf,"QB, CB",Orem,UT,2361,2361,214.6,152,289,0.526,30,13,96,11,2014,receiving
500,Troy,Klimansky,Troy Klimansky,/tx/el-paso/andress-eagles/athletes/troy-klimansky/football/stats/?careerid=n4qt412227cg0,n4qt412227cg0,QB,Andress,TX,2360,2360,214.5,155,267,0.581,29,6,114,11,2014,receiving
