sacks_national_rank,first_name,last_name,full_name,career_link,career_id,position_category,school_name,school_state,stat_value,yds,yds_g,comp,att,pct,td,int,rate,games_played,year,category
214,Luke,Rucker,Luke Rucker,/fl/oviedo/oviedo-lions/athletes/luke-rucker/football/stats/?careerid=7r9ldp27rbf77,7r9ldp27rbf77,QB,Oviedo,FL,2392,2392,239.2,179,309,0.579,22,12,90,10,2020,sacks
215,William,Litton,William Litton,/ar/quitman/quitman-bulldogs/athletes/william-litton/football/stats/?careerid=4chrd0csejai2,4chrd0csejai2,"QB, LB",Quitman,AR,2391,2391,199.2,165,281,0.587,21,11,95,12,2020,sacks
216,Mason,Williams,Mason Williams,/ok/bixby/bixby-spartans/athletes/mason-williams/football/stats/?careerid=d45nrvb6esm55,d45nrvb6esm55,QB,Bixby,OK,2387,2387,217.0,173,274,0.631,27,5,116,11,2020,sacks
217,Kabe,Barnett,Kabe Barnett,/ms/hattiesburg/oak-grove-warriors/athletes/kabe-barnett/football/stats/?careerid=g6hn42lhmo2vf,g6hn42lhmo2vf,QB,Oak Grove,MS,2384,2384,198.7,160,258,0.62,36,5,124,12,2020,sacks
218,Ty,Bates,Ty Bates,/tx/archer-city/archer-city-wildcats/athletes/ty-bates/football/stats/?careerid=3tgqf020j9155,3tgqf020j9155,"QB, WR",Archer City,TX,2380,2380,238.0,180,340,0.529,22,13,81,10,2020,sacks
219,Scott,Pfieffer,Scott Pfieffer,/ok/edmond/edmond-santa-fe-wolves/athletes/scott-pfieffer/football/stats/?careerid=62utdsf0kgl55,62utdsf0kgl55,QB,Edmond Santa Fe,OK,2374,2374,182.6,165,247,0.668,29,9,122,13,2020,sacks
220,Jack,Krug,Jack Krug,/pa/brookville/brookville-raiders/athletes/jack-krug/football/stats/?careerid=1tbafcsi7uco8,1tbafcsi7uco8,"QB, FS",Brookville,PA,2369,2369,296.1,164,237,0.692,31,4,134,8,2020,sacks
221,Braydin,Warner,Braydin Warner,/tx/hamlin/hamlin-pied-pipers/athletes/braydin-warner/football/stats/?careerid=o7aq8afesgcff,o7aq8afesgcff,"QB, K",Hamlin,TX,2365,2365,215.0,157,216,0.727,26,7,134,11,2020,sacks
222,Blaze,Cano,Blaze Cano,/in/cedar-lake/hanover-central-wildcats/athletes/blaze-cano/football/stats/?careerid=10kla2v2t8oue,10kla2v2t8oue,"QB, FS",Hanover Central,IN,2365,2365,197.1,127,235,0.54,32,11,109,12,2020,sacks
223,Grayson,Sprouse,Grayson Sprouse,/mo/lees-summit/summit-christian-academy-eagles/athletes/grayson-sprouse/football/stats/?careerid=is1llcurc5u55,is1llcurc5u55,"QB, OLB",Summit Christian Academy,MO,2361,2361,196.8,165,298,0.554,21,13,87,12,2020,sacks
224,Liam,O'brien,Liam O'brien,/co/boulder/fairview-knights/athletes/liam-obrien/football/stats/?careerid=slko8jqub3p99,slko8jqub3p99,QB,Fairview,CO,2355,2355,336.4,185,291,0.636,23,1,114,7,2020,sacks
225,Joe,Labas,Joe Labas,/oh/broadview-heights/brecksville-broadview-heights-bees/athletes/joe-labas/football/stats/?careerid=j9unot9jt8lo8,j9unot9jt8lo8,"QB, P",Brecksville-Broadview Heights,OH,2349,2349,261.0,167,246,0.679,16,3,115,9,2020,sacks
226,Brayten,Silbor,Brayten Silbor,/az/scottsdale/chaparral-firebirds/athletes/brayten-silbor/football/stats/?careerid=tlvlh9g6lb8i2,tlvlh9g6lb8i2,QB,Chaparral,AZ,2348,2348,293.5,178,275,0.647,18,8,101,8,2020,sacks
227,Angel,Nelson,Angel Nelson,/in/merrillville/merrillville-pirates/athletes/angel-nelson/football/stats/?careerid=s908a3rp5gfj3,s908a3rp5gfj3,QB,Merrillville,IN,2348,2348,213.5,125,193,0.648,24,8,129,11,2020,sacks
228,Kody,Kirk,Kody Kirk,/ut/logan/logan-grizzlies/athletes/kody-kirk/football/stats/?careerid=rmnlcsm2odc77,rmnlcsm2odc77,QB,Logan,UT,2346,2346,213.3,205,332,0.617,20,16,83,11,2020,sacks
229,Jaden,McClure,Jaden McClure,/tx/grapevine/grapevine-mustangs/athletes/jaden-mcclure/football/stats/?careerid=uvb4s4vph25qa,uvb4s4vph25qa,OLB,Grapevine,TX,2340,2340,195.0,186,287,0.648,34,5,122,12,2020,sacks
230,Travion,Solomon,Travion Solomon,/ga/macon/northeast-raiders/athletes/travion-solomon/football/stats/?careerid=e46vdoiqv9ki2,e46vdoiqv9ki2,"QB, WR",Northeast,GA,2336,2336,212.4,157,255,0.616,22,5,112,11,2020,sacks
231,Collin,Reetz,Collin Reetz,/co/estes-park/estes-park-bobcats/athletes/collin-reetz/football/stats/?careerid=ken4cbjnn0ksc,ken4cbjnn0ksc,QB,Estes Park,CO,2332,2332,333.1,177,310,0.571,22,15,85,7,2020,sacks
232,"Kevin ""kk""",Brashears,"Kevin ""kk"" Brashears",/tx/san-antonio/stevens-falcons/athletes/kevin-kk-brashears/football/stats/?careerid=pl9ep15oqu0h1,pl9ep15oqu0h1,QB,Stevens,TX,2329,2329,194.1,199,363,0.548,19,8,83,12,2020,sacks
233,Ty,Reasoner,Ty Reasoner,/tx/san-antonio/johnson-jaguars/athletes/ty-reasoner/football/stats/?careerid=475m7ithl9atd,475m7ithl9atd,QB,Johnson,TX,2326,2326,232.6,149,254,0.587,26,5,115,10,2020,sacks
234,Jay,Defoor,Jay Defoor,/tx/canyon/canyon-eagles/athletes/jay-defoor/football/stats/?careerid=1ingfmrhgudg0,1ingfmrhgudg0,QB,Canyon,TX,2322,2322,193.5,152,257,0.591,25,4,115,12,2020,sacks
235,Rykar,Acebo,Rykar Acebo,/ar/jonesboro/jonesboro-hurricane/athletes/rykar-acebo/football/stats/?careerid=m4jq3en5pr677,m4jq3en5pr677,QB,Jonesboro,AR,2320,2320,257.8,161,257,0.626,20,12,98,9,2020,sacks
236,Grant,Cochran,Grant Cochran,/wv/princeton/princeton-tigers/athletes/grant-cochran/football/stats/?careerid=mjga0kf0eqao8,mjga0kf0eqao8,QB,Princeton,WV,2320,2320,257.8,130,231,0.563,27,8,115,9,2020,sacks
237,Jake,Strong,Jake Strong,/tx/justin/northwest-texans/athletes/jake-strong/football/stats/?careerid=gub45aa5oadi2,gub45aa5oadi2,QB,Northwest,TX,2319,2319,210.8,197,306,0.644,29,5,112,11,2020,sacks
238,Blake,Kirby,Blake Kirby,/ms/senatobia/magnolia-heights-chiefs/athletes/blake-kirby/football/stats/?careerid=b7tma56lnmf44,b7tma56lnmf44,"QB, P",Magnolia Heights,MS,2319,2319,231.9,178,262,0.679,16,8,103,10,2020,sacks
239,Brock,Hillyer,Brock Hillyer,/oh/beloit/west-branch-warriors/athletes/brock-hillyer/football/stats/?careerid=1j0bqp9d7c2aa,1j0bqp9d7c2aa,"QB, C",West Branch,OH,2313,2313,257.0,181,272,0.665,25,9,110,9,2020,sacks
240,Cannon,Kofford,Cannon Kofford,/ut/plain-city/fremont-silverwolves/athletes/cannon-kofford/football/stats/?careerid=395v4l11rmtl5,395v4l11rmtl5,,Fremont,UT,2310,2310,231.0,180,294,0.612,16,5,97,10,2020,sacks
241,Kason,Carlsen,Kason Carlsen,/ut/smithfield/sky-view-bobcats/athletes/kason-carlsen/football/stats/?careerid=k8v72clg3ib99,k8v72clg3ib99,,Sky View,UT,2309,2309,177.6,147,243,0.605,26,5,119,13,2020,sacks
242,Dean,Denobile,Dean Denobile,/nj/denville/morris-catholic-crusaders/athletes/dean-denobile/football/stats/?careerid=voa8utto3f899,voa8utto3f899,"QB, DB",Morris Catholic,NJ,2303,2303,255.9,169,269,0.628,24,8,107,9,2020,sacks
243,Easton,Swetnam,Easton Swetnam,/tx/frisco/heritage-coyotes/athletes/easton-swetnam/football/stats/?careerid=im3voq97jri44,im3voq97jri44,QB,Heritage,TX,2303,2303,287.9,157,275,0.571,24,8,102,8,2020,sacks
244,Heath,Owens,Heath Owens,/id/kimberly/kimberly-bulldogs/athletes/heath-owens/football/stats/?careerid=2s43iteaia1i2,2s43iteaia1i2,"QB, CB",Kimberly,ID,2301,2301,209.2,150,247,0.607,30,7,119,11,2020,sacks
245,Cj,Simms,Cj Simms,/fl/viera/viera-hawks/athletes/cj-simms/football/stats/?careerid=qjptkq6d0e1k4,qjptkq6d0e1k4,QB,Viera,FL,2298,2298,255.3,120,224,0.536,19,10,99,9,2020,sacks
246,Alex,Farr,Alex Farr,/in/wabash/southwood-knights/athletes/alex-farr/football/stats/?careerid=rdv0b9sadqcaa,rdv0b9sadqcaa,"QB, CB",Southwood,IN,2295,2295,176.5,140,250,0.56,31,13,105,13,2020,sacks
247,Bryson,Rollins,Bryson Rollins,/tn/elizabethton/elizabethton-fighting-cyclones/athletes/bryson-rollins/football/stats/?careerid=20dq20ok61vsc,20dq20ok61vsc,"QB, FS",Elizabethton,TN,2289,2289,163.5,124,182,0.681,31,4,141,14,2020,sacks
248,Ezra,Brennan,Ezra Brennan,/fl/new-port-richey/mitchell-mustangs/athletes/ezra-brennan/football/stats/?careerid=8b9oc80e7jcj3,8b9oc80e7jcj3,QB,Mitchell,FL,2283,2283,190.2,142,225,0.631,36,5,127,12,2020,sacks
249,Justin,Johnson,Justin Johnson,/ga/lawrenceville/central-gwinnett-black-knights/athletes/justin-johnson/football/stats/?careerid=42lmjttp55i55,42lmjttp55i55,QB,Central Gwinnett,GA,2282,2282,228.2,185,296,0.625,15,12,86,10,2020,sacks
250,Kirk,Francis,Kirk Francis,/ok/tulsa/metro-christian-patriots/athletes/kirk-francis/football/stats/?careerid=sllv3c3gf4488,sllv3c3gf4488,"QB, FS",Metro Christian,OK,2282,2282,152.1,174,274,0.635,29,0,125,15,2020,sacks
251,Jamie,Gamble,Jamie Gamble,/sc/greenville/southside-tigers/athletes/jamie-gamble/football/stats/?careerid=lmhacip38mon7,lmhacip38mon7,QB,Southside,SC,2279,2279,325.6,136,218,0.624,17,6,112,7,2020,sacks
252,Michael,Dallas,Michael Dallas,/tn/eads/briarcrest-christian-saints/athletes/michael-dallas/football/stats/?careerid=87pv23248bro8,87pv23248bro8,QB,Briarcrest Christian,TN,2278,2278,253.1,138,241,0.573,26,7,113,9,2020,sacks
253,Daveon,Palmer,Daveon Palmer,/fl/fort-myers/dunbar-tigers/athletes/daveon-palmer/football/stats/?careerid=ae9pmph05dlue,ae9pmph05dlue,QB,Dunbar,FL,2277,2277,207.0,150,245,0.612,20,10,102,11,2020,sacks
254,Cy,Belcher,Cy Belcher,/tx/windthorst/windthorst-trojans/athletes/cy-belcher/football/stats/?careerid=6b4ffelqgg911,6b4ffelqgg911,"QB, DB",Windthorst,TX,2275,2275,142.2,189,296,0.639,32,6,115,16,2020,sacks
255,Skyler,Locklear,Skyler Locklear,/nc/clayton/cleveland-rams/athletes/skyler-locklear/football/stats/?careerid=ncoofce0rrup9,ncoofce0rrup9,QB,Cleveland,NC,2275,2275,206.8,164,251,0.653,21,8,109,11,2020,sacks
256,David,Dallas,David Dallas,/ga/sharpsburg/trinity-christian-lions/athletes/david-dallas/football/stats/?careerid=on4ms2hur8sff,on4ms2hur8sff,QB,Trinity Christian,GA,2272,2272,174.8,184,289,0.637,17,13,89,13,2020,sacks
257,Gray,Adams,Gray Adams,/ok/bethany/bethany-bronchos/athletes/gray-adams/football/stats/?careerid=1o4v7gei4l7rb,1o4v7gei4l7rb,"WR, FS",Bethany,OK,2271,2271,206.5,170,300,0.567,17,12,83,11,2020,sacks
258,Tyler,Nelson,Tyler Nelson,/ut/spanish-fork/maple-mountain-golden-eagles/athletes/tyler-nelson/football/stats/?careerid=dt9dndmcpp0k4,dt9dndmcpp0k4,QB,Maple Mountain,UT,2271,2271,206.5,162,291,0.557,28,9,100,11,2020,sacks
259,Buddy,Gaston,Buddy Gaston,/ar/little-rock/robinson-senators/athletes/buddy-gaston/football/stats/?careerid=l44bg71352h22,l44bg71352h22,"QB, P",Robinson,AR,2268,2268,226.8,151,269,0.561,27,9,104,10,2020,sacks
260,Leo,Holsey,Leo Holsey,/tx/sweetwater/sweetwater-mustangs/athletes/leo-holsey/football/stats/?careerid=6nhsfv88h5877,6nhsfv88h5877,QB,Sweetwater,TX,2261,2261,226.1,125,195,0.641,31,6,131,10,2020,sacks
261,Jax,Sternberger,Jax Sternberger,/ok/kingfisher/kingfisher-yellowjackets/athletes/jax-sternberger/football/stats/?careerid=7s1a83hcpacj3,7s1a83hcpacj3,"QB, FS",Kingfisher,OK,2260,2260,205.5,147,222,0.662,24,11,115,11,2020,sacks
262,Levi,Gullion,Levi Gullion,/oh/piketon/piketon-redstreaks/athletes/levi-gullion/football/stats/?careerid=5m0nfoignlrqa,5m0nfoignlrqa,QB,Piketon,OH,2260,2260,282.5,140,239,0.586,19,11,98,8,2020,sacks
263,Zach,Beasley,Zach Beasley,/ms/madison/madison-ridgeland-academy-patriots/athletes/zach-beasley/football/stats/?careerid=jvd94a8r4la33,jvd94a8r4la33,QB,Madison-Ridgeland Academy,MS,2258,2258,205.3,130,228,0.57,26,4,122,11,2020,sacks
264,Jackson,Nairn,Jackson Nairn,/fl/jupiter/jupiter-warriors/athletes/jackson-nairn/football/stats/?careerid=ip4blllo33ecc,ip4blllo33ecc,QB,Vero Beach,FL,2256,2256,205.1,173,290,0.597,22,4,104,11,2020,sacks
265,Max,Montgomery,Max Montgomery,/ar/mena/mena-bearcats-ladycats/athletes/max-montgomery/football/stats/?careerid=jl78j30t2if11,jl78j30t2if11,QB,Mena,AR,2255,2255,225.5,177,321,0.551,17,9,83,10,2020,sacks
266,Carson,Cross,Carson Cross,/tx/north-richland-hills/fort-worth-christian-cardinals/athletes/carson-cross/football/stats/?careerid=en8hd8ticgdvf,en8hd8ticgdvf,"QB, WR",Fort Worth Christian,TX,2255,2255,250.6,140,276,0.507,21,12,86,9,2020,sacks
267,Aidan,Thompson,Aidan Thompson,/tx/abilene/cooper-cougars/athletes/aidan-thompson/football/stats/?careerid=5algiga2vc222,5algiga2vc222,QB,Cooper,TX,2253,2253,250.3,126,214,0.589,21,4,120,9,2020,sacks
268,Garrett,Yoon,Garrett Yoon,/in/lawrenceburg/lawrenceburg-tigers/athletes/garrett-yoon/football/stats/?careerid=t0m6k3s3l5vm6,t0m6k3s3l5vm6,QB,Lawrenceburg,IN,2252,2252,173.2,152,243,0.626,27,9,114,13,2020,sacks
269,Dylan,Lonergan,Dylan Lonergan,/ga/snellville/brookwood-broncos/athletes/dylan-lonergan/football/stats/?careerid=bp3oreu4bctee,bp3oreu4bctee,QB,Brookwood,GA,2249,2249,224.9,174,268,0.649,20,6,107,10,2020,sacks
270,Christian,Turner,Christian Turner,/ms/gulfport/harrison-central-red-rebels/athletes/christian-turner/football/stats/?careerid=sbskf3sd0j6h1,sbskf3sd0j6h1,QB,Harrison Central,MS,2248,2248,204.4,142,218,0.651,27,3,133,11,2020,sacks
271,Caleb,Parten,Caleb Parten,/ms/flowood/hartfield-academy-hawks/athletes/caleb-parten/football/stats/?careerid=j5c9ad2m5kbff,j5c9ad2m5kbff,QB,Northwest Rankin,MS,2244,2244,204.0,140,245,0.571,21,6,106,11,2020,sacks
272,Aidan,Sanchez,Aidan Sanchez,/de/smyrna/smyrna-eagles/athletes/aidan-sanchez/football/stats/?careerid=smk7k6na0dnff,smk7k6na0dnff,QB,Smyrna,DE,2243,2243,320.4,154,220,0.7,25,4,133,7,2020,sacks
273,Jesse,Tucker,Jesse Tucker,/ok/shawnee/bethel-wildcats/athletes/jesse-tucker/football/stats/?careerid=dks3s7p36f3n7,dks3s7p36f3n7,"QB, WR",Bethel,OK,2237,2237,223.7,168,293,0.573,23,6,99,10,2020,sacks
274,Will,Taylor,Will Taylor,/sc/irmo/dutch-fork-silver-foxes/athletes/will-taylor/football/stats/?careerid=23ij8gn99mn88,23ij8gn99mn88,"QB, WR",Dutch Fork,SC,2237,2237,223.7,136,203,0.67,21,4,130,10,2020,sacks
275,Samari,Collier,Samari Collier,/tx/desoto/desoto-eagles/athletes/samari-collier/football/stats/?careerid=um3lq050eadi2,um3lq050eadi2,"QB, P",DeSoto,TX,2235,2235,223.5,155,263,0.589,29,7,112,10,2020,sacks
276,Axel,Aldino,Axel Aldino,/tn/smithville/dekalb-county-tigers/athletes/axel-aldino/football/stats/?careerid=iu77f0cknbv66,iu77f0cknbv66,"QB, FS",DeKalb County,TN,2235,2235,203.2,138,217,0.636,23,4,126,11,2020,sacks
277,Riley,Palmeter,Riley Palmeter,/in/edinburgh/edinburgh-lancers/athletes/riley-palmeter/football/stats/?careerid=drq3dq9fq2kj3,drq3dq9fq2kj3,"SB, QB",Edinburgh,IN,2235,2235,223.5,135,240,0.562,29,15,101,10,2020,sacks
278,Sam,Edwards,Sam Edwards,/fl/st-augustine/st-augustine-yellow-jackets/athletes/sam-edwards/football/stats/?careerid=p0o44hrntnibb,p0o44hrntnibb,QB,St. Augustine,FL,2233,2233,171.8,167,267,0.625,21,8,103,13,2020,sacks
279,Palmer,Gilbrech,Palmer Gilbrech,/ar/north-little-rock/central-arkansas-christian-mustangs/athletes/palmer-gilbrech/football/stats/?careerid=stoq6e039isl5,stoq6e039isl5,QB,Central Arkansas Christian,AR,2231,2231,202.8,175,267,0.655,10,2,101,11,2020,sacks
280,Brennan,Stow,Brennan Stow,/in/lapel/lapel-bulldogs/athletes/brennan-stow/football/stats/?careerid=ip3uhhlnko811,ip3uhhlnko811,QB,Lapel,IN,2226,2226,185.5,134,250,0.536,23,11,96,12,2020,sacks
281,Jaden,Mann,Jaden Mann,/ms/sebastopol/sebastopol-bobcats/athletes/jaden-mann/football/stats/?careerid=17s8kd15g8ni2,17s8kd15g8ni2,QB,Sebastopol,MS,2217,2217,184.8,114,198,0.576,25,7,122,12,2020,sacks
282,John ben,Brown,John ben Brown,/ky/mayfield/graves-county-eagles/athletes/john-ben-brown/football/stats/?careerid=etv9fe5kh3nj3,etv9fe5kh3nj3,QB,Graves County,KY,2215,2215,201.4,129,217,0.594,25,9,115,11,2020,sacks
283,Tucker,Kilcrease,Tucker Kilcrease,/al/brantley/brantley-bulldogs/athletes/tucker-kilcrease/football/stats/?careerid=9vhdu8kca3sue,9vhdu8kca3sue,"QB, FS",Brantley,AL,2213,2213,201.2,132,222,0.595,33,5,123,11,2020,sacks
284,Brendan,Decker,Brendan Decker,/mo/owensville/owensville-dutchmen/athletes/brendan-decker/football/stats/?careerid=r9jqi9mi0db44,r9jqi9mi0db44,"QB, SS",Owensville,MO,2213,2213,221.3,123,220,0.559,32,10,111,10,2020,sacks
285,Declan,Rohr,Declan Rohr,/oh/ashland/ashland-arrows/athletes/declan-rohr/football/stats/?careerid=87o3p7csjj1sc,87o3p7csjj1sc,"QB, CB",Ashland,OH,2212,2212,221.2,161,255,0.631,23,11,103,10,2020,sacks
286,Nicholas,Patterson,Nicholas Patterson,/in/mooresville/mooresville-pioneers/athletes/nicholas-patterson/football/stats/?careerid=poqhjo8ifufg0,poqhjo8ifufg0,"QB, DB",Mooresville,IN,2212,2212,158.0,150,253,0.593,21,5,107,14,2020,sacks
287,Zach,Trainor,Zach Trainor,/mi/walled-lake/walled-lake-western-warriors/athletes/zach-trainor/football/stats/?careerid=is7ieesbkrhg0,is7ieesbkrhg0,QB,Walled Lake Western,MI,2212,2212,276.5,150,238,0.63,19,5,111,8,2020,sacks
288,A.j.,Padgett,A.j. Padgett,/tx/frisco/reedy-lions/athletes/aj-padgett/football/stats/?careerid=gphvqabmq4bg0,gphvqabmq4bg0,QB,Reedy,TX,2211,2211,221.1,159,249,0.639,20,7,107,10,2020,sacks
289,Tristan,Holmes,Tristan Holmes,/tx/gladewater/gladewater-bears/athletes/tristan-holmes/football/stats/?careerid=hkr2tjcbn8mdd,hkr2tjcbn8mdd,"CB, QB",Gladewater,TX,2207,2207,200.6,109,191,0.571,26,5,126,11,2020,sacks
290,Koa,Mcintyre,Koa Mcintyre,/ne/fremont/bergan-catholic-knights/athletes/koa-mcintyre/football/stats/?careerid=fa3es0tbkueh1,fa3es0tbkueh1,"S, QB",Bergan Catholic,NE,2205,2205,169.6,151,247,0.611,31,10,113,13,2020,sacks
291,"Ruben ""deuce""",Lee ii,"Ruben ""deuce"" Lee ii",/ms/moss-point/moss-point-tigers/athletes/ruben-deuce-lee-ii/football/stats/?careerid=uch73bc668hqa,uch73bc668hqa,QB,Moss Point,MS,2204,2204,244.9,150,244,0.615,27,3,123,9,2020,sacks
292,Jalen,Addie,Jalen Addie,/ga/warner-robins/warner-robins-demons/athletes/jalen-addie/football/stats/?careerid=ofusur2jilih1,ofusur2jilih1,"QB, WR",Warner Robins,GA,2203,2203,157.4,135,215,0.628,24,5,125,14,2020,sacks
293,Mckean,Romriell,Mckean Romriell,/id/pocatello/century-diamondbacks/athletes/mckean-romriell/football/stats/?careerid=h2m7affrlj9g0,h2m7affrlj9g0,QB,Century,ID,2202,2202,200.2,162,252,0.643,27,10,111,11,2020,sacks
294,Ty,Hurst,Ty Hurst,/oh/tallmadge/tallmadge-blue-devils/athletes/ty-hurst/football/stats/?careerid=5h6dv9r352paa,5h6dv9r352paa,QB,Tallmadge,OH,2201,2201,244.6,163,321,0.508,20,13,77,9,2020,sacks
295,Mason,Kaplan,Mason Kaplan,/ga/norcross/norcross-blue-devils/athletes/mason-kaplan/football/stats/?careerid=713grs2blr633,713grs2blr633,QB,Norcross,GA,2201,2201,157.2,137,218,0.628,27,6,125,14,2020,sacks
296,Andrew,Delgarbino,Andrew Delgarbino,/oh/girard/girard-indians/athletes/andrew-delgarbino/football/stats/?careerid=ho4npu4s97fk4,ho4npu4s97fk4,"QB, MLB",Girard,OH,2200,2200,220.0,150,248,0.605,16,12,91,10,2020,sacks
297,Robbie,Roper,Robbie Roper,/ga/roswell/roswell-hornets/athletes/robbie-roper/football/stats/?careerid=1oiasgl1qsqn7,1oiasgl1qsqn7,QB,Roswell,GA,2197,2197,199.7,155,259,0.598,23,9,102,11,2020,sacks
298,Clete,Cooper,Clete Cooper,/ga/gainesville/east-hall-vikings/athletes/clete-cooper/football/stats/?careerid=4q8smuctsd399,4q8smuctsd399,"QB, SS",East Hall,GA,2197,2197,274.6,153,248,0.617,14,6,99,8,2020,sacks
299,Kyle,Durham,Kyle Durham,/ga/johns-creek/johns-creek-gladiators/athletes/kyle-durham/football/stats/?careerid=fs4ivjar4n433,fs4ivjar4n433,QB,South Forsyth,GA,2197,2197,244.1,113,188,0.601,25,8,123,9,2020,sacks
300,D'vonne,Hmielewski,D'vonne Hmielewski,/tx/sealy/sealy-tigers/athletes/dvonne-hmielewski/football/stats/?careerid=21l1vkbqhor77,21l1vkbqhor77,QB,Sealy,TX,2195,2195,182.9,148,226,0.655,26,5,126,12,2020,sacks
301,Marshall,Skoloff,Marshall Skoloff,/sc/taylors/eastside-eagles/athletes/marshall-skoloff/football/stats/?careerid=dhchl856adqi2,dhchl856adqi2,QB,Eastside,SC,2194,2194,313.4,143,245,0.584,18,6,102,7,2020,sacks
302,Veandre,Mcdaniel,Veandre Mcdaniel,/tx/mcgregor/mcgregor-bulldogs/athletes/veandre-mcdaniel/football/stats/?careerid=6rihhap57pcp9,6rihhap57pcp9,"QB, FS",McGregor,TX,2193,2193,199.4,124,216,0.574,23,6,116,11,2020,sacks
303,Kai,Ross,Kai Ross,/in/lizton/tri-west-hendricks-bruins/athletes/kai-ross/football/stats/?careerid=51dsktm3vt1td,51dsktm3vt1td,"QB, CB",Tri-West Hendricks,IN,2191,2191,182.6,175,264,0.663,31,2,128,12,2020,sacks
304,Gage,Hamm,Gage Hamm,/ok/coweta/coweta-tigers/athletes/gage-hamm/football/stats/?careerid=ils325ddkq188,ils325ddkq188,"QB, S",Coweta,OK,2191,2191,199.2,146,214,0.682,20,3,127,11,2020,sacks
305,Charles,Mutter 3,Charles Mutter 3,/va/stafford/brooke-point-black-hawks/athletes/charles-mutter-3/football/stats/?careerid=krjj6iitau7k4,krjj6iitau7k4,QB,King George,VA,2191,2191,243.4,145,237,0.612,23,7,112,9,2020,sacks
306,Brad,Jackson,Brad Jackson,/tx/houston/cypress-creek-cougars/athletes/brad-jackson/football/stats/?careerid=mp8tlr2hkerbb,mp8tlr2hkerbb,QB,Cypress Creek,TX,2187,2187,273.4,150,233,0.644,20,9,107,8,2020,sacks
307,Gabe,Serri,Gabe Serri,/mo/ofallon/st-dominic-crusaders/athletes/gabe-serri/football/stats/?careerid=oiasin54qu8p9,oiasin54qu8p9,"QB, SS",St. Dominic,MO,2182,2182,181.8,143,247,0.579,22,6,107,12,2020,sacks
308,Jacob,Azizi,Jacob Azizi,/fl/fort-myers/bishop-verot-vikings/athletes/jacob-azizi/football/stats/?careerid=bgotju82jmasc,bgotju82jmasc,QB,Bishop Verot,FL,2178,2178,198.0,145,258,0.562,18,12,88,11,2020,sacks
309,Ethan,Houk,Ethan Houk,/ks/parsons/parsons-vikings/athletes/ethan-houk/football/stats/?careerid=ra3ub19vet8g0,ra3ub19vet8g0,QB,Parsons,KS,2176,2176,241.8,168,285,0.589,24,6,102,9,2020,sacks
310,Kai,Millner,Kai Millner,/az/gilbert/higley-knights/athletes/kai-millner/football/stats/?careerid=qot55evgobkl5,qot55evgobkl5,QB,Higley,AZ,2174,2174,241.6,187,290,0.645,15,5,97,9,2020,sacks
311,Mikey,Keene,Mikey Keene,/az/chandler/chandler-wolves/athletes/mikey-keene/football/stats/?careerid=je9ontv6du7sc,je9ontv6du7sc,QB,Chandler,AZ,2171,2171,217.1,164,238,0.689,23,2,126,10,2020,sacks
312,Tyous,Taylor,Tyous Taylor,/fl/coral-gables/coral-gables-cavaliers/athletes/tyous-taylor/football/stats/?careerid=17m1uigfpr6dd,17m1uigfpr6dd,QB,Champagnat Catholic,FL,2165,2165,180.4,123,173,0.711,36,5,141,12,2020,sacks
313,Lincoln,Kienholz,Lincoln Kienholz,/sd/pierre/pierre-tf-riggs-governors/athletes/lincoln-kienholz/football/stats/?careerid=elhik564gktj3,elhik564gktj3,"QB, WR",Pierre T.F. Riggs,SD,2163,2163,196.6,126,226,0.558,20,16,88,11,2020,sacks
314,Brayden,Wilcox,Brayden Wilcox,/tx/christoval/christoval-cougars/athletes/brayden-wilcox/football/stats/?careerid=34hdga089pjh1,34hdga089pjh1,"QB, CB",Christoval,TX,2163,2163,166.4,121,185,0.654,30,4,136,13,2020,sacks
315,Michael,Serrano,Michael Serrano,/tx/midland/midland-legacy-rebels/athletes/michael-serrano/football/stats/?careerid=prmekis8tpoj3,prmekis8tpoj3,QB,Midland Legacy,TX,2162,2162,196.5,167,255,0.655,24,3,118,11,2020,sacks
316,Chance,Mcdonald,Chance Mcdonald,/wa/steilacoom/steilacoom-sentinels/athletes/chance-mcdonald/football/stats/?careerid=gnifrt8pesbo8,gnifrt8pesbo8,QB,Steilacoom,WA,2162,2162,308.9,140,229,0.611,27,10,113,7,2020,sacks
317,Chandler,Pittman,Chandler Pittman,/ms/magee/magee-trojans/athletes/chandler-pittman/football/stats/?careerid=p1bt7o0oi5htd,p1bt7o0oi5htd,"QB, SB",Magee,MS,2158,2158,196.2,150,247,0.607,29,7,116,11,2020,sacks
318,Beau,Pribula,Beau Pribula,/pa/york/central-york-panthers/athletes/beau-pribula/football/stats/?careerid=j95hnnpc2ilcc,j95hnnpc2ilcc,"QB, SS",Central York,PA,2156,2156,196.0,158,234,0.675,34,7,124,11,2020,sacks
319,Case,Kuykendall,Case Kuykendall,/tx/llano/llano-yellowjackets/athletes/case-kuykendall/football/stats/?careerid=ep0sdqmu3dg44,ep0sdqmu3dg44,"QB, WR",Llano,TX,2154,2154,165.7,130,236,0.551,25,6,111,13,2020,sacks
