year,school_id,school,conference,rank,overall_w,overall_l,overall_pct,conf_w,conf_l,conf_pct,offense_ppg,defense_ppg,srs,sos,ap_pre,ap_high,ap_post,notes
2022,ucla,UCLA,Pac-12,97,9,4,.692,6,3,.667,39.2,29.0,8.88,0.73,,9,21,
2022,washington-state,Washington State,Pac-12,98,7,6,.538,4,5,.444,26.1,22.9,3.55,2.24,,,,
2022,arizona,Arizona,Pac-12,99,5,7,.417,3,6,.333,30.8,36.5,-1.58,3.01,,,,
2022,california,California,Pac-12,100,4,8,.333,2,7,.222,23.9,27.8,-1.08,2.50,,,,
2022,arizona-state,Arizona State,Pac-12,101,3,9,.250,2,7,.222,26.1,31.4,-5.06,2.20,,,,record adjusted to 1-9-0 by NCAA
2022,stanford,Stanford,Pac-12,102,3,9,.250,1,8,.111,21.3,32.2,-3.41,5.43,,,,
2022,colorado,Colorado,Pac-12,103,1,11,.083,1,8,.111,15.4,44.5,-12.08,7.92,,,,
2022,georgia,Georgia,SEC (East),104,15,0,1.000,8,0,1.000,41.1,14.3,25.48,6.28,3,1,1,
2022,tennessee,Tennessee,SEC (East),105,11,2,.846,6,2,.750,46.1,22.8,17.90,4.98,,2,6,
2022,south-carolina,South Carolina,SEC (East),106,8,5,.615,4,4,.500,32.2,28.8,7.71,4.17,,20,23,
2022,kentucky,Kentucky,SEC (East),107,7,6,.538,3,5,.375,20.4,19.2,6.05,4.74,20,7,,
2022,florida,Florida,SEC (East),108,6,7,.462,3,5,.375,29.5,28.8,6.92,7.00,,12,,
2022,missouri,Missouri,SEC (East),109,6,7,.462,3,5,.375,24.8,25.2,4.95,4.49,,,,
2022,vanderbilt,Vanderbilt,SEC (East),110,5,7,.417,2,6,.250,24.6,36.0,-1.14,5.11,,,,
2022,louisiana-state,LSU,SEC (West),112,10,4,.714,6,2,.750,34.5,22.5,13.29,6.14,,6,16,
2022,mississippi-state,Mississippi State,SEC (West),113,9,4,.692,4,4,.500,31.6,23.1,11.84,5.30,,16,20,
2022,mississippi,Ole Miss,SEC (West),114,8,5,.615,4,4,.500,33.5,25.5,8.36,4.05,21,7,,
2022,arkansas,Arkansas,SEC (West),115,7,6,.538,3,5,.375,32.5,30.6,5.95,5.10,19,10,,
2022,auburn,Auburn,SEC (West),116,5,7,.417,2,6,.250,24.8,29.5,3.90,7.40,,,,
2022,texas-am,Texas A&M,SEC (West),117,5,7,.417,2,6,.250,22.8,21.2,3.21,3.13,6,6,,
2022,james-madison,James Madison,Sun Belt (East),118,8,3,.727,6,2,.750,37.0,20.9,5.37,-4.73,,25,,
2022,coastal-carolina,Coastal Carolina,Sun Belt (East),119,9,4,.692,6,2,.750,29.1,31.8,-3.12,-2.66,,23,,
2022,marshall,Marshall,Sun Belt (East),120,9,4,.692,5,3,.625,24.5,16.0,2.36,-3.95,,,,
2022,appalachian-state,Appalachian State,Sun Belt (East),121,6,6,.500,3,5,.375,34.9,26.8,0.63,-3.71,,,,
2022,georgia-southern,Georgia Southern,Sun Belt (East),122,6,7,.462,3,5,.375,32.7,31.6,-4.07,-3.14,,,,
2022,georgia-state,Georgia State,Sun Belt (East),123,4,8,.333,3,5,.375,30.0,31.2,-4.71,-1.88,,,,
2022,old-dominion,Old Dominion,Sun Belt (East),124,3,9,.250,2,6,.250,19.5,26.6,-8.35,-1.85,,,,
2022,south-alabama,South Alabama,Sun Belt (West),126,10,3,.769,7,1,.875,31.2,21.3,2.46,-5.46,,,,
2022,southern-mississippi,Southern Mississippi,Sun Belt (West),127,7,6,.538,4,4,.500,25.3,23.5,-3.89,-3.81,,,,
2022,louisiana-lafayette,Louisiana,Sun Belt (West),128,6,7,.462,4,4,.500,26.2,22.8,-0.50,-3.19,,,,
2022,louisiana-monroe,Louisiana-Monroe,Sun Belt (West),129,4,8,.333,3,5,.375,22.3,34.4,-7.81,-0.64,,,,
2022,texas-state,Texas State,Sun Belt (West),130,4,8,.333,2,6,.250,21.1,26.3,-10.04,-4.46,,,,
2022,arkansas-state,Arkansas State,Sun Belt (West),131,3,9,.250,1,7,.125,25.0,31.4,-10.77,-2.52,,,,
2023,florida-state,Florida State,ACC,1,13,1,.929,8,0,1.000,34.6,19.3,16.51,2.94,8,3,6,
2023,louisville,Louisville,ACC,2,10,4,.714,7,1,.875,30.7,21.3,10.42,3.64,,9,19,
2023,north-carolina-state,North Carolina State,ACC,3,9,4,.692,6,2,.750,26.2,20.8,7.41,3.03,,19,21,
2023,georgia-tech,Georgia Tech,ACC,4,7,6,.538,5,3,.625,31.1,29.5,3.71,2.78,,,,
2023,virginia-tech,Virginia Tech,ACC,5,7,6,.538,5,3,.625,29.5,23.9,5.90,1.29,,,,
2023,clemson,Clemson,ACC,6,9,4,.692,4,4,.500,29.8,21.1,9.82,3.28,9,9,20,
2023,duke,Duke,ACC,7,8,5,.615,4,4,.500,26.9,19.0,9.02,3.10,,16,,
2023,north-carolina,North Carolina,ACC,8,8,5,.615,4,4,.500,34.5,27.3,6.01,1.63,21,10,,
2023,boston-college,Boston College,ACC,9,7,6,.538,3,5,.375,24.8,28.3,-2.55,0.14,,,,
2023,miami-fl,Miami (FL),ACC,10,7,6,.538,3,5,.375,31.5,22.8,7.97,2.27,,17,,
2023,syracuse,Syracuse,ACC,11,6,7,.462,2,6,.250,23.5,25.4,-2.93,-0.55,,,,
2023,pittsburgh,Pitt,ACC,12,3,9,.250,2,6,.250,20.2,27.3,-3.28,3.14,,,,
2023,virginia,Virginia,ACC,13,3,9,.250,2,6,.250,23.3,33.8,-3.78,4.80,,,,
2023,wake-forest,Wake Forest,ACC,14,4,8,.333,1,7,.125,20.3,27.2,-3.32,2.51,,,,
2023,southern-methodist,SMU,American,15,11,3,.786,8,0,1.000,38.7,17.8,7.41,-4.45,,17,22,
2023,tulane,Tulane,American,16,11,3,.786,8,0,1.000,26.4,20.5,3.99,-2.51,24,17,,
2023,texas-san-antonio,UTSA,American,17,9,4,.692,7,1,.875,31.9,24.1,3.42,-4.19,,,,
2023,memphis,Memphis,American,18,10,3,.769,6,2,.750,39.4,28.8,6.29,-2.86,,,,
2023,south-florida,South Florida,American,19,7,6,.538,4,4,.500,31.9,32.2,-4.92,-4.46,,,,
2023,rice,Rice,American,20,6,7,.462,4,4,.500,29.5,28.1,-3.94,-3.02,,,,
2023,navy,Navy,American,21,5,7,.417,4,4,.500,17.7,22.4,-5.82,-3.99,,,,
2023,north-texas,North Texas,American,22,5,7,.417,3,5,.375,34.5,37.1,-7.17,-5.09,,,,
2023,florida-atlantic,Florida Atlantic,American,23,4,8,.333,3,5,.375,23.8,25.5,-7.01,-4.34,,,,
2023,alabama-birmingham,UAB,American,24,4,8,.333,3,5,.375,29.9,36.9,-9.75,-2.75,,,,
2023,tulsa,Tulsa,American,25,4,8,.333,2,6,.250,23.4,33.8,-8.23,-2.98,,,,
2023,charlotte,Charlotte,American,26,3,9,.250,2,6,.250,17.5,28.6,-12.91,-2.91,,,,
2023,temple,Temple,American,27,3,9,.250,1,7,.125,21.1,35.7,-14.40,-3.65,,,,
2023,east-carolina,East Carolina,American,28,2,10,.167,1,7,.125,17.3,22.4,-9.26,-1.67,,,,
2023,central-florida,UCF,Big 12,29,6,7,.462,3,6,.333,31.3,25.8,2.34,1.11,,,,
2023,houston,Houston,Big 12,30,4,8,.333,2,7,.222,23.7,31.5,-2.54,3.63,,,,
2023,cincinnati,Cincinnati,Big 12,31,3,9,.250,1,8,.111,24.1,30.0,-6.01,1.57,,,,
2023,texas,Texas,Big 12,32,12,2,.857,8,1,.889,35.8,18.9,20.32,6.61,11,3,3,
2023,oklahoma,Oklahoma,Big 12,33,10,3,.769,7,2,.778,41.7,23.5,15.86,4.78,20,5,15,
2023,oklahoma-state,Oklahoma State,Big 12,34,10,4,.714,7,2,.778,29.6,28.6,6.45,3.95,,15,16,
2023,kansas-state,Kansas State,Big 12,35,9,4,.692,6,3,.667,37.1,21.0,15.63,5.09,16,15,18,
2023,west-virginia,West Virginia,Big 12,36,9,4,.692,6,3,.667,31.5,26.2,7.03,1.95,,,,
2023,iowa-state,Iowa State,Big 12,37,7,6,.538,6,3,.667,26.2,22.8,7.20,4.20,,,,
2023,kansas,Kansas,Big 12,38,9,4,.692,5,4,.556,34.8,26.5,9.06,2.67,,19,23,
2023,texas-tech,Texas Tech,Big 12,39,7,6,.538,5,4,.556,27.4,26.0,6.94,4.32,,,,
2023,texas-christian,Texas Christian,Big 12,40,5,7,.417,3,6,.333,31.3,27.8,6.40,4.48,17,17,,
2023,brigham-young,BYU,Big 12,41,5,7,.417,2,7,.222,23.1,29.8,-0.92,3.67,,,,
2023,baylor,Baylor,Big 12,42,3,9,.250,2,7,.222,23.1,33.3,-4.86,3.72,,,,
2023,michigan,Michigan,Big Ten (East),43,15,0,1.000,9,0,1.000,35.9,10.4,25.01,5.61,2,1,1,
2023,ohio-state,Ohio State,Big Ten (East),44,11,2,.846,8,1,.889,30.5,11.2,20.26,5.64,3,2,10,
2023,penn-state,Penn State,Big Ten (East),45,10,3,.769,7,2,.778,36.2,13.5,18.23,4.08,7,6,13,
2023,maryland,Maryland,Big Ten (East),46,8,5,.615,4,5,.444,29.7,22.5,9.74,2.82,,,,
2023,rutgers,Rutgers,Big Ten (East),47,7,6,.538,3,6,.333,23.2,21.2,4.93,4.93,,,,
2023,michigan-state,Michigan State,Big Ten (East),48,4,8,.333,2,7,.222,15.9,28.3,-1.54,5.79,,,,record adjusted to 0-8-0 by NCAA
2023,indiana,Indiana,Big Ten (East),49,3,9,.250,1,8,.111,22.2,29.9,-2.49,4.52,,,,
2023,northwestern,Northwestern,Big Ten (West),51,8,5,.615,5,4,.556,22.1,22.5,2.53,2.45,,,,
2023,wisconsin,Wisconsin,Big Ten (West),52,7,6,.538,5,4,.556,23.5,20.2,5.82,2.59,19,19,,
2023,minnesota,Minnesota,Big Ten (West),53,6,7,.462,3,6,.333,20.9,26.7,-0.01,3.61,,,,
2023,illinois,Illinois,Big Ten (West),54,5,7,.417,3,6,.333,24.5,29.4,-0.42,3.84,,,,
2023,nebraska,Nebraska,Big Ten (West),55,5,7,.417,3,6,.333,18.0,18.3,2.06,2.48,,,,
2023,purdue,Purdue,Big Ten (West),56,4,8,.333,3,6,.333,23.9,30.4,-0.38,5.12,,,,
2023,liberty,Liberty,CUSA,57,13,1,.929,8,0,1.000,38.3,24.3,9.18,-4.75,,18,25,
2023,new-mexico-state,New Mexico State,CUSA,58,10,5,.667,7,1,.875,27.5,22.8,-1.23,-5.56,,,,
2023,jacksonville-state,Jacksonville State,CUSA,59,9,4,.692,6,2,.750,30.2,21.2,0.68,-6.01,,,,
2023,western-kentucky,Western Kentucky,CUSA,60,8,5,.615,5,3,.625,30.5,28.7,0.09,-3.29,,,,
2023,middle-tennessee-state,Middle Tennessee State,CUSA,61,4,8,.333,3,5,.375,24.3,28.1,-5.60,-2.60,,,,
2023,louisiana-tech,Louisiana Tech,CUSA,62,3,9,.250,2,6,.250,25.9,33.4,-11.28,-4.20,,,,
2023,sam-houston-state,Sam Houston,CUSA,63,3,9,.250,2,6,.250,20.0,26.2,-10.17,-4.50,,,,
2023,texas-el-paso,UTEP,CUSA,64,3,9,.250,2,6,.250,19.9,28.5,-11.10,-2.85,,,,
2023,florida-international,Florida International,CUSA,65,4,8,.333,1,7,.125,20.1,31.8,-15.30,-5.46,,,,
2023,notre-dame,Notre Dame,Ind,66,10,3,.769,,,,39.2,15.9,16.79,2.02,13,9,14,
2023,army,Army,Ind,67,6,6,.500,,,,20.5,21.1,-3.94,-3.60,,,,
2023,connecticut,Connecticut,Ind,68,3,9,.250,,,,19.1,29.8,-9.92,-2.67,,,,
2023,massachusetts,Massachusetts,Ind,69,3,9,.250,,,,23.2,37.8,-12.57,-2.15,,,,
2023,miami-oh,Miami (OH),MAC (East),70,11,3,.786,7,1,.875,25.6,15.9,1.75,-7.18,,,,
2023,ohio,Ohio,MAC (East),71,10,3,.769,6,2,.750,24.3,15.8,-0.66,-9.12,,,,
2023,bowling-green-state,Bowling Green,MAC (East),72,7,6,.538,5,3,.625,26.2,24.0,-2.04,-4.12,,,,
2023,buffalo,Buffalo,MAC (East),73,3,9,.250,3,5,.375,20.9,27.4,-12.32,-6.15,,,,
2023,akron,Akron,MAC (East),74,2,10,.167,1,7,.125,16.3,28.0,-18.64,-8.39,,,,
2023,kent-state,Kent State,MAC (East),75,1,11,.083,0,8,.000,14.7,34.6,-22.33,-6.75,,,,
2023,northern-illinois,Northern Illinois,MAC (West),77,7,6,.538,5,3,.625,24.9,21.0,-6.97,-9.21,,,,
2023,eastern-michigan,Eastern Michigan,MAC (West),78,6,7,.462,4,4,.500,19.5,26.7,-14.16,-9.46,,,,
2023,central-michigan,Central Michigan,MAC (West),79,5,7,.417,3,5,.375,23.2,31.1,-13.18,-6.26,,,,
2023,ball-state,Ball State,MAC (West),80,4,8,.333,3,5,.375,18.3,24.4,-10.74,-5.49,,,,
2023,western-michigan,Western Michigan,MAC (West),81,4,8,.333,3,5,.375,23.7,31.8,-11.46,-5.04,,,,
2023,boise-state,Boise State,MWC,82,8,6,.571,6,2,.750,32.1,25.6,4.80,-0.77,,,,
2023,nevada-las-vegas,Nevada-Las Vegas,MWC,83,9,5,.643,6,2,.750,34.4,28.6,2.39,-2.82,,,,
2023,san-jose-state,San Jose State,MWC,84,7,6,.538,6,2,.750,31.8,25.6,1.18,-1.74,,,,
2023,air-force,Air Force,MWC,85,9,4,.692,5,3,.625,27.8,18.2,3.25,-4.14,,17,,
2023,wyoming,Wyoming,MWC,86,9,4,.692,5,3,.625,25.3,22.3,1.18,-1.59,,,,
2023,fresno-state,Fresno State,MWC,87,9,4,.692,4,4,.500,30.5,23.5,-0.54,-6.00,,24,,
2023,utah-state,Utah State,MWC,88,6,7,.462,4,4,.500,33.2,34.7,-5.97,-3.90,,,,
2023,colorado-state,Colorado State,MWC,89,5,7,.417,3,5,.375,26.1,29.6,-7.35,-4.10,,,,
2023,hawaii,Hawaii,MWC,90,5,8,.385,3,5,.375,21.4,32.2,-10.79,-3.71,,,,
2023,new-mexico,New Mexico,MWC,91,4,8,.333,2,6,.250,27.3,35.1,-9.97,-3.97,,,,
2023,san-diego-state,San Diego State,MWC,92,4,8,.333,2,6,.250,20.5,26.8,-8.61,-2.95,,,,
2023,nevada,Nevada,MWC,93,2,10,.167,2,6,.250,17.3,33.4,-15.80,-3.38,,,,
2023,washington,Washington,Pac-12,94,14,1,.933,9,0,1.000,36.0,24.8,17.89,7.83,10,2,2,
2023,oregon,Oregon,Pac-12,95,12,2,.857,8,1,.889,44.2,16.5,19.94,3.30,15,5,6,
2023,arizona,Arizona,Pac-12,96,10,3,.769,7,2,.778,34.6,21.1,13.80,2.42,,11,11,
2023,oregon-state,Oregon State,Pac-12,97,8,5,.615,5,4,.556,31.8,22.9,9.42,4.42,18,10,,
2023,southern-california,USC,Pac-12,98,8,5,.615,5,4,.556,41.8,34.4,9.59,5.51,6,5,,
2023,utah,Utah,Pac-12,99,8,5,.615,5,4,.556,23.2,19.3,6.97,4.43,14,10,,
2023,ucla,UCLA,Pac-12,100,8,5,.615,4,5,.444,26.5,18.4,6.37,1.22,,18,,
2023,california,California,Pac-12,101,6,7,.462,4,5,.444,30.2,32.8,1.86,3.86,,,,
2023,washington-state,Washington State,Pac-12,102,5,7,.417,2,7,.222,31.7,28.1,4.23,3.40,,13,,
2023,arizona-state,Arizona State,Pac-12,103,3,9,.250,2,7,.222,17.8,31.8,-3.98,5.69,,,,
2023,stanford,Stanford,Pac-12,104,3,9,.250,2,7,.222,20.6,37.7,-4.76,5.90,,,,
2023,colorado,Colorado,Pac-12,105,4,8,.333,1,8,.111,28.2,34.8,0.98,5.23,,18,,
2023,georgia,Georgia,SEC (East),106,13,1,.929,8,0,1.000,40.1,15.6,20.00,3.21,1,1,4,
2023,missouri,Missouri,SEC (East),107,11,2,.846,6,2,.750,32.5,20.8,16.36,4.97,,8,8,
2023,tennessee,Tennessee,SEC (East),108,9,4,.692,4,4,.500,31.8,20.3,10.69,3.23,12,9,17,
2023,kentucky,Kentucky,SEC (East),109,7,6,.538,3,5,.375,29.1,25.8,5.35,2.50,,20,,
2023,florida,Florida,SEC (East),110,5,7,.417,3,5,.375,28.4,27.6,3.31,4.31,,22,,
2023,south-carolina,South Carolina,SEC (East),111,5,7,.417,3,5,.375,26.0,26.3,2.33,4.33,,,,
2023,vanderbilt,Vanderbilt,SEC (East),112,2,10,.167,0,8,.000,22.8,36.2,-9.20,3.71,,,,
2023,mississippi,Ole Miss,SEC (West),114,11,2,.846,6,2,.750,35.1,22.5,13.49,3.80,22,9,9,
2023,louisiana-state,LSU,SEC (West),115,10,3,.769,6,2,.750,45.5,28.0,14.66,4.59,5,5,12,
2023,texas-am,Texas A&M,SEC (West),116,7,6,.538,4,4,.500,33.3,22.1,8.98,2.67,23,23,,
2023,auburn,Auburn,SEC (West),117,6,7,.462,3,5,.375,26.2,22.6,4.01,3.39,,,,
2023,mississippi-state,Mississippi State,SEC (West),118,5,7,.417,1,7,.125,21.8,26.6,-0.78,3.48,,,,
2023,arkansas,Arkansas,SEC (West),119,4,8,.333,1,7,.125,26.6,27.9,0.20,1.70,,,,
2023,james-madison,James Madison,Sun Belt (East),120,11,2,.846,7,1,.875,34.1,19.5,8.53,-3.01,,18,,
2023,appalachian-state,Appalachian State,Sun Belt (East),121,9,5,.643,6,2,.750,33.2,27.0,3.14,-2.93,,,,
2023,coastal-carolina,Coastal Carolina,Sun Belt (East),122,8,5,.615,5,3,.625,27.7,23.8,0.80,-1.97,,,,
2023,old-dominion,Old Dominion,Sun Belt (East),123,6,7,.462,5,3,.625,23.8,27.2,-4.37,-1.60,,,,
2023,georgia-state,Georgia State,Sun Belt (East),124,7,6,.538,3,5,.375,27.2,30.1,-3.24,-2.24,,,,
2023,georgia-southern,Georgia Southern,Sun Belt (East),125,6,7,.462,3,5,.375,30.2,30.5,-5.71,-3.79,,,,
2023,marshall,Marshall,Sun Belt (East),126,6,7,.462,3,5,.375,22.8,28.7,-5.91,-1.06,,,,
2023,texas-state,Texas State,Sun Belt (West),128,8,5,.615,4,4,.500,36.7,32.8,-0.35,-4.66,,,,
2023,south-alabama,South Alabama,Sun Belt (West),129,7,6,.538,4,4,.500,33.1,21.0,1.57,-3.90,,,,
2023,arkansas-state,Arkansas State,Sun Belt (West),130,6,7,.462,4,4,.500,27.1,30.4,-2.74,-2.66,,,,
2023,louisiana-lafayette,Louisiana,Sun Belt (West),131,6,7,.462,3,5,.375,32.2,28.6,-2.49,-4.72,,,,
2023,southern-mississippi,Southern Mississippi,Sun Belt (West),132,3,9,.250,2,6,.250,23.2,35.8,-8.56,-0.65,,,,
2023,louisiana-monroe,Louisiana-Monroe,Sun Belt (West),133,2,10,.167,0,8,.000,17.3,34.9,-13.30,-0.46,,,,
2024,clemson,Clemson,ACC,1,10,4,.714,7,1,.875,34.7,23.4,12.23,3.66,14,9,14,
2024,southern-methodist,SMU,ACC,2,11,3,.786,8,0,1.000,36.5,22.1,14.19,2.76,,8,12,
2024,miami-fl,Miami (FL),ACC,3,10,3,.769,6,2,.750,43.9,25.3,14.20,1.58,19,4,18,
2024,syracuse,Syracuse,ACC,4,10,3,.769,5,3,.625,34.1,29.2,7.36,2.06,,20,20,
2024,duke,Duke,ACC,5,9,4,.692,5,3,.625,26.3,24.5,3.56,0.79,,,,
2024,louisville,Louisville,ACC,6,9,4,.692,5,3,.625,36.5,24.1,13.05,4.36,,15,,
2024,georgia-tech,Georgia Tech,ACC,7,7,6,.538,5,3,.625,28.9,25.6,5.78,4.40,,23,,
2024,boston-college,Boston College,ACC,8,7,6,.538,4,4,.500,28.2,23.8,5.02,2.79,,24,,
2024,virginia-tech,Virginia Tech,ACC,9,6,7,.462,4,4,.500,28.2,22.8,9.84,5.37,,,,
2024,pittsburgh,Pitt,ACC,10,7,6,.538,3,5,.375,32.9,28.4,3.04,1.19,,18,,
2024,north-carolina,North Carolina,ACC,11,6,7,.462,3,5,.375,30.9,28.1,0.90,-0.64,,,,
2024,north-carolina-state,North Carolina State,ACC,12,6,7,.462,3,5,.375,28.5,30.2,-0.90,0.18,24,24,,
2024,virginia,Virginia,ACC,13,5,7,.417,3,5,.375,22.7,28.8,-1.08,4.17,,,,
2024,california,California,ACC,14,6,7,.462,2,6,.250,25.1,22.3,1.06,-0.17,,,,
2024,wake-forest,Wake Forest,ACC,15,4,8,.333,2,6,.250,25.7,32.5,-3.45,1.97,,,,
2024,stanford,Stanford,ACC,16,3,9,.250,2,6,.250,22.8,33.7,-4.40,4.77,,,,
2024,florida-state,Florida State,ACC,17,2,10,.167,1,7,.125,15.4,28.0,-5.14,6.20,10,10,,
2024,army,Army,American,18,12,2,.857,8,0,1.000,31.1,15.5,8.33,-5.10,,16,21,
2024,tulane,Tulane,American,19,9,5,.643,7,1,.875,35.1,20.6,5.73,-1.20,,18,,
2024,memphis,Memphis,American,20,11,2,.846,6,2,.750,35.7,23.8,4.48,-5.60,,24,24,
2024,navy,Navy,American,21,10,3,.769,6,2,.750,31.3,22.2,7.91,-2.02,,24,,
2024,east-carolina,East Carolina,American,22,8,5,.615,5,3,.625,32.0,27.3,-2.45,-5.53,,,,
2024,south-florida,South Florida,American,23,7,6,.538,4,4,.500,32.2,29.8,-2.55,-3.94,,,,
2024,texas-san-antonio,UTSA,American,24,7,6,.538,4,4,.500,33.2,30.1,-1.57,-5.26,,,,
2024,charlotte,Charlotte,American,25,5,7,.417,4,4,.500,23.7,35.1,-8.58,-1.33,,,,
2024,north-texas,North Texas,American,26,6,7,.462,3,5,.375,33.5,34.2,-4.09,-4.09,,,,
2024,rice,Rice,American,27,4,8,.333,3,5,.375,22.2,25.4,-7.88,-1.71,,,,
2024,temple,Temple,American,28,3,9,.250,2,6,.250,19.6,35.4,-13.16,-2.08,,,,
2024,alabama-birmingham,UAB,American,29,3,9,.250,2,6,.250,26.2,34.3,-9.39,-2.55,,,,
2024,florida-atlantic,Florida Atlantic,American,30,3,9,.250,1,7,.125,25.9,30.3,-11.89,-6.14,,,,
2024,tulsa,Tulsa,American,31,3,9,.250,1,7,.125,25.0,42.5,-17.34,-6.50,,,,
2024,arizona-state,Arizona State,Big 12,32,11,3,.786,7,2,.778,32.9,22.6,11.85,3.28,,7,7,
2024,colorado,Colorado,Big 12,33,9,4,.692,7,2,.778,32.9,23.1,8.60,1.60,,16,25,
2024,cincinnati,Cincinnati,Big 12,34,5,7,.417,3,6,.333,25.2,24.6,2.21,3.05,,,,
2024,houston,Houston,Big 12,35,4,8,.333,3,6,.333,14.0,22.9,-2.75,4.92,,,,
2024,utah,Utah,Big 12,36,5,7,.417,2,7,.222,23.6,20.7,1.63,1.63,12,10,,
2024,arizona,Arizona,Big 12,37,4,8,.333,2,7,.222,21.8,31.8,-4.97,1.86,21,20,,
2024,central-florida,UCF,Big 12,38,4,8,.333,2,7,.222,30.4,26.9,2.08,3.25,,,,
2024,brigham-young,BYU,Big 12,39,11,2,.846,7,2,.778,31.2,19.6,13.09,1.47,,7,13,
2024,iowa-state,Iowa State,Big 12,40,11,3,.786,7,2,.778,31.1,22.9,10.80,3.01,,9,15,
2024,texas-christian,Texas Christian,Big 12,41,9,4,.692,6,3,.667,33.5,24.6,6.49,0.11,,,,
2024,baylor,Baylor,Big 12,42,8,5,.615,6,3,.667,34.4,26.7,8.04,2.11,,,,
2024,texas-tech,Texas Tech,Big 12,43,8,5,.615,6,3,.667,37.6,34.8,2.55,1.55,,,,
2024,kansas-state,Kansas State,Big 12,44,9,4,.692,5,4,.556,30.8,23.4,10.01,2.54,18,13,,
2024,west-virginia,West Virginia,Big 12,45,6,7,.462,5,4,.556,29.2,31.9,0.66,3.05,,,,
2024,kansas,Kansas,Big 12,46,5,7,.417,4,5,.444,29.7,26.0,6.28,5.45,22,19,,
2024,oklahoma-state,Oklahoma State,Big 12,47,3,9,.250,0,9,.000,27.2,35.6,-4.98,2.61,17,13,,
2024,oregon,Oregon,Big Ten,48,13,1,.929,9,0,1.000,34.9,19.4,20.04,5.83,3,1,3,
2024,indiana,Indiana,Big Ten,49,11,2,.846,8,1,.889,41.3,15.6,16.33,1.95,,5,10,
2024,penn-state,Penn State,Big Ten,50,13,3,.813,8,1,.889,33.1,16.5,19.60,6.91,8,3,5,
2024,ohio-state,Ohio State,Big Ten,51,14,2,.875,7,2,.778,35.7,12.9,25.21,8.96,2,1,1,
2024,illinois,Illinois,Big Ten,52,10,3,.769,6,3,.667,28.3,21.7,10.63,4.48,,16,16,
2024,iowa,Iowa,Big Ten,53,8,5,.615,6,3,.667,27.7,17.8,10.97,3.58,25,21,,
2024,michigan,Michigan,Big Ten,54,8,5,.615,5,4,.556,22.0,19.9,10.76,9.38,9,9,,
2024,minnesota,Minnesota,Big Ten,55,8,5,.615,5,4,.556,26.2,16.9,10.65,4.50,,,,
2024,rutgers,Rutgers,Big Ten,56,7,6,.538,4,5,.444,28.9,25.4,6.05,3.51,,,,
2024,southern-california,USC,Big Ten,57,7,6,.538,4,5,.444,30.2,24.1,11.29,7.98,23,11,,
2024,washington,Washington,Big Ten,58,6,7,.462,4,5,.444,23.4,23.8,5.20,6.28,,,,
2024,nebraska,Nebraska,Big Ten,59,7,6,.538,3,6,.333,23.5,19.5,8.79,4.40,,22,,
2024,michigan-state,Michigan State,Big Ten,60,5,7,.417,3,6,.333,19.3,26.1,-0.46,5.54,,,,record adjusted to 0-7-0 by NCAA
2024,ucla,UCLA,Big Ten,61,5,7,.417,3,6,.333,18.4,25.3,3.46,9.21,,,,
2024,wisconsin,Wisconsin,Big Ten,62,5,7,.417,3,6,.333,22.6,23.1,3.67,5.92,,,,
2024,northwestern,Northwestern,Big Ten,63,4,8,.333,2,7,.222,17.8,26.3,-1.72,5.20,,,,
2024,maryland,Maryland,Big Ten,64,4,8,.333,1,8,.111,23.7,30.4,-0.74,6.01,,,,
2024,purdue,Purdue,Big Ten,65,1,11,.083,0,9,.000,15.8,39.9,-6.43,8.23,,,,
2024,jacksonville-state,Jacksonville State,CUSA,66,9,5,.643,7,1,.875,36.0,26.1,-2.25,-8.18,,,,
2024,sam-houston-state,Sam Houston,CUSA,67,10,3,.769,6,2,.750,23.8,20.5,-2.62,-7.93,,,,
2024,western-kentucky,Western Kentucky,CUSA,68,8,6,.571,6,2,.750,24.9,24.6,-3.85,-6.99,,,,
2024,liberty,Liberty,CUSA,69,8,4,.667,5,3,.625,28.8,23.5,-6.12,-11.20,,,,
2024,louisiana-tech,Louisiana Tech,CUSA,70,5,8,.385,4,4,.500,20.9,21.0,-10.74,-9.43,,,,
2024,florida-international,Florida International,CUSA,71,4,8,.333,3,5,.375,26.3,25.8,-12.32,-10.40,,,,
2024,texas-el-paso,UTEP,CUSA,72,3,9,.250,3,5,.375,19.5,32.3,-18.02,-8.27,,,,
2024,middle-tennessee-state,Middle Tennessee State,CUSA,73,3,9,.250,2,6,.250,18.1,34.3,-20.42,-7.26,,,,
2024,new-mexico-state,New Mexico State,CUSA,74,3,9,.250,2,6,.250,21.6,36.3,-18.55,-8.47,,,,
2024,kennesaw-state,Kennesaw State,CUSA,75,2,10,.167,2,6,.250,16.5,31.2,-20.36,-8.44,,,,
2024,notre-dame,Notre Dame,Ind,76,14,2,.875,0,0,,36.1,15.5,21.69,7.57,7,2,2,
2024,connecticut,Connecticut,Ind,77,9,4,.692,0,0,,31.9,23.1,-0.03,-6.03,,,,
2024,washington-state,Washington State,Ind,78,8,5,.615,0,0,,36.6,29.9,-0.23,-4.84,,19,,
2024,oregon-state,Oregon State,Ind,79,5,7,.417,0,0,,24.3,29.9,-5.47,-2.30,,,,
2024,massachusetts,Massachusetts,Ind,80,2,10,.167,0,0,,22.5,35.5,-13.10,-2.35,,,,
